p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position
beramkayal,2017,71,81,808.0,19,26,1819.0,37,1988-05-02,178.0,74.0,Israel,Medium/High,69.8,78.0,71.8,Midfielder
beramkayal,2018,10,81,1011.0,18,37,1819.0,37,1988-05-02,178.0,74.0,Israel,Medium/High,69.8,78.0,71.8,Midfielder
berndleno,2018,35,105,2947.0,32,38,9067.0,97,1992-03-04,190.0,82.66666666666667,Germany,Medium/Medium,,,84.66666666666667,Goalkeeper
berndleno,2019,67,105,2795.0,30,30,9067.0,97,1992-03-04,190.0,82.66666666666667,Germany,Medium/Medium,,,84.66666666666667,Goalkeeper
billygilmour,2020,131,131,279.0,5,17,494.0,11,2001-06-11,170.0,66.5,Scotland,Medium/Medium,63.5,46.0,66.5,Midfielder
billyjones,2016,52,83,2391.0,27,28,2391.0,27,1987-03-24,180.0,77.0,England,High/Medium,61.0,70.83333333333333,68.83333333333333,Defender
boazmyhill,2016,40,40,0.0,0,32,95.0,1,1982-11-09,191.0,92.0,Wales,Medium/Medium,,,72.0,Goalkeeper
bradsmith,2016,35,338,280.0,5,31,280.0,5,1994-04-09,176.8,70.0,Australia,High/Medium,79.2,65.8,65.6,Defender
bradsmith,2017,136,338,0.0,0,8,280.0,5,1994-04-09,176.8,70.0,Australia,High/Medium,79.2,65.8,65.6,Defender
brandonwilliams,2019,4,26,1060.0,17,29,1263.0,21,2000-09-03,182.0,70.0,England,High/Medium,81.0,69.0,75.0,Defender
brandonwilliams,2020,22,26,203.0,4,20,1263.0,21,2000-09-03,182.0,70.0,England,High/Medium,81.0,69.0,75.0,Defender
branislavivanovic,2016,21,46,644.0,13,19,1459.0,26,1984-02-22,185.0,91.0,Serbia,High/Medium,63.5,83.5,80.5,Defender
branislavivanovic,2020,10,46,815.0,13,20,1459.0,26,1984-02-22,185.0,91.0,Serbia,High/Medium,63.5,83.5,80.5,Defender
brendangalloway,2016,18,601,258.0,3,17,258.0,3,1996-03-17,186.0,74.0,England,Medium/Medium,76.5,65.0,66.33333333333333,Defender
brunomartinsindi,2017,60,92,1311.0,17,22,4628.0,52,1992-02-08,185.0,77.33333333333333,Netherlands,Medium/High,57.833333333333336,79.83333333333333,75.5,Defender
bryanoviedo,2016,34,66,1106.0,13,18,1106.0,13,1990-02-18,172.0,67.5,Costa Rica,High/Medium,74.5,66.83333333333333,70.5,Defender
bukayosaka,2019,12,22,1838.0,26,32,4519.0,59,2001-09-05,178.0,67.5,England,High/High,83.5,61.0,70.0,Midfielder
bukayosaka,2020,10,22,2669.0,32,36,4519.0,59,2001-09-05,178.0,67.5,England,High/High,83.5,61.0,70.0,Midfielder
callumpaterson,2018,73,350,2111.0,27,29,2111.0,27,1994-10-13,187.0,76.0,Scotland,High/Medium,77.66666666666667,87.33333333333333,69.16666666666667,Forward
callumrobinson,2019,10,127,721.0,16,23,2349.0,44,1995-02-02,178.0,75.0,England,High/Medium,82.33333333333333,58.5,68.0,Forward
callumrobinson,2020,11,127,1628.0,28,38,2349.0,44,1995-02-02,178.0,75.0,England,High/Medium,82.33333333333333,58.5,68.0,Forward
callumwilson,2016,260,443,1402.0,20,22,11374.0,139,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward
callumwilson,2016,260,443,1402.0,20,22,11374.0,139,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward
callumwilson,2018,72,443,2649.0,30,30,11374.0,139,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward
callumwilson,2018,72,443,2649.0,30,30,11374.0,139,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward
callumwilson,2019,12,443,3061.0,35,35,11374.0,139,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward
callumwilson,2019,12,443,3061.0,35,35,11374.0,139,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward
callumwilson,2020,99,443,2195.0,26,27,11374.0,139,1992-02-27,180.0,66.0,England,High/Medium,88.0,75.5,76.83333333333333,Forward
callumwilson,2020,99,443,2195.0,26,27,11374.0,139,1997-07-02,182.0,68.0,England,High/Medium,68.0,55.0,53.0,Forward
calumchambers,2016,63,458,2375.0,25,29,7975.0,92,1995-01-20,182.83333333333334,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender
calumchambers,2017,58,458,904.0,12,19,7975.0,92,1995-01-20,182.83333333333334,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender
calumchambers,2018,22,458,2736.0,31,33,7975.0,92,1995-01-20,182.83333333333334,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender
calumchambers,2019,315,458,1163.0,14,19,7975.0,92,1995-01-20,182.83333333333334,70.66666666666667,England,Low/High,63.833333333333336,74.66666666666667,74.0,Defender
carljenkinson,2018,72,544,175.0,3,5,258.0,4,1992-02-08,185.0,77.0,England,High/High,70.66666666666667,70.5,71.66666666666667,Defender
cenktosun,2018,61,558,1145.0,25,36,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward
cenktosun,2019,275,558,496.0,10,21,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward
cenktosun,2020,222,558,65.0,5,11,2732.0,54,1991-06-07,183.0,78.0,Turkey,High/Medium,73.0,74.83333333333333,77.5,Forward
charlieaustin,2016,143,273,969.0,15,17,3293.0,69,1989-07-05,188.0,84.0,England,High/Medium,61.666666666666664,73.0,76.16666666666667,Forward
charlieaustin,2017,98,273,1115.0,24,25,3293.0,69,1989-07-05,188.0,84.0,England,High/Medium,61.666666666666664,73.0,76.16666666666667,Forward
charlieaustin,2018,32,273,1050.0,25,35,3293.0,69,1989-07-05,188.0,84.0,England,High/Medium,61.666666666666664,73.0,76.16666666666667,Forward
charliedaniels,2016,17,631,3230.0,34,34,8195.0,92,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder
charliedaniels,2018,190,631,1674.0,21,25,8195.0,92,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder
charliedaniels,2019,424,631,132.0,2,3,8195.0,92,1986-09-07,178.0,75.0,England,High/Medium,73.2,68.2,73.2,Midfielder
charlietaylor,2017,5,142,1004.0,11,29,9049.0,102,1993-09-18,182.66666666666666,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender
charlietaylor,2019,30,142,2056.0,24,30,9049.0,102,1993-09-18,182.66666666666666,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender
charlietaylor,2020,107,142,2559.0,29,30,9049.0,102,1993-09-18,182.66666666666666,70.66666666666667,England,High/Medium,73.83333333333333,73.5,73.5,Defender
chrisbasham,2020,3,3,2691.0,31,31,6071.0,69,1988-07-20,187.0,80.0,England,Medium/High,65.33333333333333,76.16666666666667,71.5,Defender
chrisbrunt,2016,238,241,2613.0,31,31,4634.0,57,1984-12-14,185.66666666666666,84.33333333333333,Northern Ireland,Medium/Medium,55.166666666666664,64.33333333333333,71.33333333333333,Midfielder
chrismepham,2019,157,222,966.0,12,23,1865.0,24,1997-11-05,191.0,75.0,Wales,High/High,63.0,70.0,68.0,Defender
chrissmalling,2016,91,313,1292.0,18,22,6215.0,71,1989-11-22,193.33333333333334,82.5,England,Medium/High,71.66666666666667,81.16666666666667,80.66666666666667,Defender
chrissmalling,2018,57,313,2243.0,24,28,6215.0,71,1989-11-22,193.33333333333334,82.5,England,Medium/High,71.66666666666667,81.16666666666667,80.66666666666667,Defender
christianatsu,2017,103,115,1888.0,28,28,4299.0,75,1992-01-10,168.5,66.5,Ghana,High/Low,88.83333333333333,47.833333333333336,75.0,Midfielder
christianatsu,2019,12,115,819.0,19,28,4299.0,75,1992-01-10,168.5,66.5,Ghana,High/Low,88.83333333333333,47.833333333333336,75.0,Midfielder
christianbenteke,2017,55,264,2376.0,31,31,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward
christianbenteke,2018,146,264,863.0,16,20,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward
christianbenteke,2019,49,264,1347.0,24,27,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward
christianbenteke,2020,14,264,1943.0,30,34,9811.0,137,1990-12-03,190.0,83.0,Belgium,Medium/Low,68.0,78.16666666666667,78.16666666666667,Forward
christianeriksen,2018,28,265,2933.0,35,36,10791.0,128,1992-02-14,179.83333333333334,74.33333333333333,Denmark,High/Medium,74.5,61.833333333333336,85.83333333333333,Midfielder
christianeriksen,2019,5,265,1185.0,20,23,10791.0,128,1992-02-14,179.83333333333334,74.33333333333333,Denmark,High/Medium,74.5,61.833333333333336,85.83333333333333,Midfielder
christianfuchs,2017,9,65,2038.0,25,36,7096.0,84,1986-04-07,186.66666666666666,87.0,Austria,Medium/Medium,58.0,72.83333333333333,74.66666666666667,Defender
christianfuchs,2020,56,65,742.0,9,29,7096.0,84,1986-04-07,186.66666666666666,87.0,Austria,Medium/Medium,58.0,72.83333333333333,74.66666666666667,Defender
christiankabasele,2016,52,85,823.0,16,22,7443.0,92,1991-02-24,187.66666666666666,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender
christiankabasele,2018,22,85,1740.0,21,31,7443.0,92,1991-02-24,187.66666666666666,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender
christiankabasele,2019,11,85,2423.0,27,34,7443.0,92,1991-02-24,187.66666666666666,84.0,Belgium,Medium/High,72.83333333333333,78.0,76.0,Defender
christianpulisic,2019,172,382,1798.0,25,29,3638.0,52,1998-09-18,175.2,69.0,United States,Medium/Medium,88.6,55.0,77.2,Midfielder
christianpulisic,2020,108,382,1840.0,27,29,3638.0,52,1998-09-18,175.2,69.0,United States,Medium/Medium,88.6,55.0,77.2,Midfielder
christianwalton,2020,132,203,0.0,0,8,0.0,0,1995-11-09,195.0,74.4,England,Medium/Medium,,,67.8,Goalkeeper
christopherschindler,2018,17,249,3491.0,37,37,6970.0,74,1990-04-29,189.0,78.66666666666667,Germany,Medium/Medium,64.5,73.83333333333333,73.5,Defender
christophzimmermann,2019,177,210,1511.0,17,18,1511.0,17,1993-01-12,194.0,88.25,Germany,Medium/High,54.25,79.25,71.0,Defender
chriswood,2017,78,172,1689.0,24,25,9813.0,127,1991-12-07,190.33333333333334,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward
chriswood,2018,7,172,2706.0,38,38,9813.0,127,1991-12-07,190.33333333333334,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward
chriswood,2019,70,172,2553.0,32,32,9813.0,127,1991-12-07,190.33333333333334,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward
chriswood,2020,17,172,2865.0,33,33,9813.0,127,1991-12-07,190.33333333333334,93.5,New Zealand,High/Medium,67.33333333333333,78.66666666666667,75.16666666666667,Forward
chubaakpom,2016,101,105,0.0,0,1,0.0,0,1995-10-09,184.0,73.66666666666667,England,Medium/Medium,84.83333333333333,65.66666666666667,67.33333333333333,Forward
ciaranclark,2017,31,407,1845.0,20,34,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender
ciaranclark,2018,90,407,908.0,11,20,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender
ciaranclark,2019,243,407,1243.0,14,18,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender
ciaranclark,2020,43,407,1988.0,22,30,5984.0,67,1989-09-26,186.5,82.0,Republic of Ireland,Medium/Medium,58.5,74.83333333333333,76.0,Defender
claudiobravo,2016,57,396,2074.0,22,30,2634.0,29,1983-04-13,184.0,80.0,Chile,Medium/Medium,,,80.5,Goalkeeper
claudiobravo,2016,57,396,2074.0,22,30,2634.0,29,1997-03-13,170.25,71.0,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper
claudiobravo,2018,264,396,0.0,0,2,2634.0,29,1983-04-13,184.0,80.0,Chile,Medium/Medium,,,80.5,Goalkeeper
claudiobravo,2018,264,396,0.0,0,2,2634.0,29,1997-03-13,170.25,71.0,Argentina,Medium/Medium,71.75,61.75,65.25,Goalkeeper
collinquaner,2017,41,219,1376.0,26,31,1423.0,28,1991-06-18,191.0,79.0,Germany,Medium/Medium,77.8,71.8,67.2,Forward
collinquaner,2018,36,219,47.0,2,4,1423.0,28,1991-06-18,191.0,79.0,Germany,Medium/Medium,77.8,71.8,67.2,Forward
connorwickham,2016,470,916,441.0,8,11,652.0,20,1993-03-31,190.33333333333334,90.0,England,High/Medium,60.666666666666664,73.5,71.5,Forward
connorwickham,2018,160,916,91.0,6,10,652.0,20,1993-03-31,190.33333333333334,90.0,England,High/Medium,60.666666666666664,73.5,71.5,Forward
connorwickham,2019,52,916,120.0,6,13,652.0,20,1993-03-31,190.33333333333334,90.0,England,High/Medium,60.666666666666664,73.5,71.5,Forward
connorwickham,2020,171,916,0.0,0,3,652.0,20,1993-03-31,190.33333333333334,90.0,England,High/Medium,60.666666666666664,73.5,71.5,Forward
conorhourihane,2020,13,13,232.0,4,15,1837.0,31,1991-02-02,180.83333333333334,63.333333333333336,Republic of Ireland,High/High,67.5,74.33333333333333,72.0,Midfielder
conortownsend,2020,69,69,2355.0,25,27,2355.0,25,1993-03-04,183.0,73.0,England,Medium/Medium,69.0,65.33333333333333,67.0,Defender
costelpantilimon,2016,27,60,91.0,2,33,91.0,2,1987-02-01,203.0,98.33333333333333,Romania,Medium/Medium,,,74.0,
costelpantilimon,2017,14,60,0.0,0,3,91.0,2,1987-02-01,203.0,98.33333333333333,Romania,Medium/Medium,,,74.0,
craigcathcart,2016,82,324,1226.0,15,20,7634.0,87,1989-02-06,189.33333333333334,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender
craigcathcart,2017,211,324,525.0,7,9,7634.0,87,1989-02-06,189.33333333333334,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender
craigcathcart,2019,31,324,2625.0,29,36,7634.0,87,1989-02-06,189.33333333333334,79.66666666666667,Northern Ireland,Medium/Medium,50.833333333333336,71.66666666666667,73.33333333333333,Defender
craigdawson,2017,66,85,2639.0,28,29,10727.0,116,1990-05-06,188.0,83.16666666666667,England,Medium/Medium,64.0,74.83333333333333,72.16666666666667,Defender
craigdawson,2019,19,85,2545.0,29,34,10727.0,116,1990-05-06,188.0,83.16666666666667,England,Medium/Medium,64.0,74.83333333333333,72.16666666666667,Defender
cucomartina,2017,16,16,1931.0,21,35,2557.0,30,1989-09-25,184.2,75.0,Curacao,Medium/Medium,68.8,73.8,70.2,Defender
curtisdavies,2016,58,446,2242.0,26,28,2242.0,26,1985-03-15,188.0,86.83333333333333,England,Medium/Medium,60.666666666666664,74.16666666666667,75.33333333333333,Defender
dalestephens,2018,34,95,2683.0,30,31,9060.0,106,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.166666666666664,75.0,73.5,Midfielder
dalestephens,2019,26,95,2674.0,33,35,9060.0,106,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.166666666666664,75.0,73.5,Midfielder
dalestephens,2020,35,95,283.0,7,27,9060.0,106,1989-06-12,185.0,73.33333333333333,England,Medium/High,61.166666666666664,75.0,73.5,Midfielder
daleyblind,2017,89,237,387.0,7,18,2321.0,30,1990-03-09,180.0,72.0,Netherlands,High/Medium,58.0,75.33333333333333,80.83333333333333,Defender
danburn,2019,38,38,3041.0,34,34,5220.0,61,1992-05-09,198.5,87.0,England,Low/Medium,42.333333333333336,78.16666666666667,70.66666666666667,Defender
dangosling,2018,72,266,1843.0,25,26,6729.0,104,1990-02-01,183.0,79.0,England,Medium/High,59.166666666666664,69.16666666666667,72.83333333333333,Midfielder
dangosling,2019,194,266,1345.0,24,27,6729.0,104,1990-02-01,183.0,79.0,England,Medium/High,59.166666666666664,69.16666666666667,72.83333333333333,Midfielder
danielamartey,2017,72,744,535.0,8,19,3769.0,53,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender
danielamartey,2018,330,744,679.0,9,10,3769.0,53,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender
danielamartey,2020,75,744,769.0,12,27,3769.0,53,1994-12-21,185.0,78.16666666666667,Ghana,Medium/High,72.16666666666667,82.16666666666667,73.5,Defender
danieljames,2019,19,65,2402.0,33,37,3359.0,48,1997-11-10,172.5,76.0,Wales,High/Medium,84.5,55.75,66.5,Midfielder
danieljames,2020,27,65,957.0,15,27,3359.0,48,1997-11-10,172.5,76.0,Wales,High/Medium,84.5,55.75,66.5,Midfielder
danielsturridge,2016,70,270,834.0,20,27,2001.0,53,1989-09-01,184.0,76.0,England,Medium/Low,82.25,67.75,82.25,Forward
danielsturridge,2017,122,270,592.0,15,21,2001.0,53,1989-09-01,184.0,76.0,England,Medium/Low,82.25,67.75,82.25,Forward
dannydrinkwater,2016,7,427,2602.0,29,29,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder
dannydrinkwater,2017,130,427,572.0,12,20,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder
dannydrinkwater,2018,127,427,0.0,0,1,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder
dannydrinkwater,2019,123,427,322.0,5,16,3496.0,46,1990-03-05,177.16666666666666,73.66666666666667,England,Medium/Medium,63.0,69.66666666666667,76.66666666666667,Midfielder
dannyings,2018,106,455,1696.0,24,26,7175.0,99,1992-07-23,178.0,73.0,England,High/High,80.33333333333333,69.0,76.83333333333333,Forward
dannyings,2020,61,455,2265.0,29,29,7175.0,99,1992-07-23,178.0,73.0,England,High/High,80.33333333333333,69.0,76.83333333333333,Forward
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.666666666666664,Defender
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.666666666666664,Midfielder
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.666666666666664,63.666666666666664,63.333333333333336,Defender
dannyrose,2016,28,370,1608.0,18,18,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.666666666666664,63.666666666666664,63.333333333333336,Midfielder
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.666666666666664,Defender
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.666666666666664,Midfielder
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.666666666666664,63.666666666666664,63.333333333333336,Defender
dannyrose,2017,293,370,839.0,10,20,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.666666666666664,63.666666666666664,63.333333333333336,Midfielder
dannyrose,2018,49,370,1898.0,26,31,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Defender
dannyrose,2018,49,370,1898.0,26,31,6189.0,77,1990-07-02,173.66666666666666,74.66666666666667,England,Medium/High,78.83333333333333,75.33333333333333,79.66666666666667,Midfielder
dannyrose,2018,49,370,1898.0,26,31,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.666666666666664,Defender
dannyrose,2018,49,370,1898.0,26,31,6189.0,77,1993-12-10,173.0,72.0,England,High/Low,79.33333333333333,63.833333333333336,63.666666666666664,Midfielder
dannyrose,2018,49,370,1898.0,26,31,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.666666666666664,63.666666666666664,63.333333333333336,Defender
dannyrose,2018,49,370,1898.0,26,31,6189.0,77,1988-02-21,170.0,66.0,England,Medium/High,61.666666666666664,63.666666666666664,63.333333333333336,Midfielder
dannysimpson,2017,38,38,2418.0,28,30,5879.0,69,1987-01-04,176.5,78.75,England,Low/High,69.0,74.25,73.5,Defender
dannyward,2017,259,380,0.0,0,1,485.0,14,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward
dannyward,2017,259,380,0.0,0,1,485.0,14,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Goalkeeper
dannyward,2017,259,380,0.0,0,1,485.0,14,1993-06-22,191.0,88.0,Wales,Medium/Medium,,,68.83333333333333,Forward
dannyward,2017,259,380,0.0,0,1,485.0,14,1993-06-22,191.0,88.0,Wales,Medium/Medium,,,68.83333333333333,Goalkeeper
dannyward,2018,50,380,485.0,14,54,485.0,14,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Forward
dannyward,2018,50,380,485.0,14,54,485.0,14,1990-12-09,180.0,80.0,England,High/High,73.83333333333333,69.33333333333333,68.16666666666667,Goalkeeper
dannyward,2018,50,380,485.0,14,54,485.0,14,1993-06-22,191.0,88.0,Wales,Medium/Medium,,,68.83333333333333,Forward
